1.45,9.93
4.41,11.50
11.31,10.00
1.10,9.38
10.70,10.36
4.18,11.52
9.59,3.00
1.25,9.66
12.64,7.15
9.63,3.01
1.01,9.04
2.75,10.95
1.03,9.15
1.59,10.09
11.47,9.70
5.65,11.22
9.67,3.04
3.74,11.57
12.18,6.51
5.51,11.23
2.37,10.78
10.26,10.49
1.11,9.45
12.01,8.82
5.24,11.25
2.23,10.68
1.12,9.48
9.83,11.21
8.39,11.55
1.56,10.07
1.03,9.12
1.08,9.33
12.86,7.18
1.55,10.04
12.58,5.57
1.34,9.78
10.64,3.62
2.30,10.75
2.77,10.99
6.72,11.14
1.10,9.45
10.08,10.76
12.15,4.58
9.87,10.89
2.84,11.00
11.62,9.81
12.56,6.34
5.42,11.27
12.62,7.07
1.05,9.26
1.60,10.12
7.21,11.27
11.09,9.93
10.81,3.73
11.73,4.28
3.25,11.18
10.41,10.51
9.85,3.17
2.03,10.59
8.25,11.53
11.38,9.86
3.42,11.38
0.88,8.90
9.97,3.23
2.79,11.06
2.54,10.85
3.75,11.57
5.65,11.21
9.97,3.21
2.74,10.95
10.07,3.27
1.23,9.65
1.55,10.09
11.72,9.69
10.85,3.74
9.68,2.94
12.00,9.00
12.62,6.89
2.13,10.63
12.67,7.42
12.86,7.94
10.58,3.59
12.64,7.66
9.47,11.10
10.26,3.41
12.13,8.87
1.43,9.91
2.81,11.00
9.92,2.95
4.03,11.54
2.49,10.83
1.05,9.24
6.39,11.12
3.53,11.52
11.85,4.39
9.60,2.99
1.07,9.33
1.10,9.37
11.26,3.97
5.41,11.27
11.20,9.59
12.26,4.63
3.51,11.49
1.49,9.92
6.48,11.10
10.25,3.39
12.28,8.87
11.28,3.98
10.83,10.21
9.80,2.95
2.31,10.73
2.74,10.99
4.02,11.58
6.69,11.12
2.51,10.86
1.37,9.82
10.22,3.36
11.78,4.36
1.05,9.21
3.52,11.48
9.73,11.01
3.37,11.32
1.76,10.39
1.64,10.17
1.11,9.46
10.75,3.68
1.68,10.25
1.41,9.87
10.00,2.94
12.33,5.22
11.97,4.58
2.51,10.85
5.76,11.24
1.09,9.42
12.80,5.75
8.01,11.45
9.67,3.03
2.87,11.03
12.91,7.70
11.42,4.06
3.40,11.37
9.79,10.68
2.63,10.87
0.84,8.78
6.59,11.08
10.19,3.03
9.91,10.94
11.80,4.28
12.75,7.64
12.19,9.33
11.24,3.98
12.51,7.28
3.21,11.14
1.10,9.39
1.10,9.39
3.90,11.54
0.88,8.86
11.14,3.91
11.89,4.47
10.88,3.75
12.12,9.02
12.84,6.42
1.47,9.95
9.69,3.02
10.81,9.99
3.48,11.46
1.29,9.71
12.56,8.25
2.84,11.04
3.06,11.14
5.17,11.29
12.46,7.66
1.86,10.48
4.99,11.31
10.77,3.34
6.86,11.16
3.25,11.21
12.43,5.86
2.51,10.85
1.05,9.23
1.25,9.69
1.10,9.39
6.93,11.16
0.90,8.91
9.66,3.07
11.15,10.08
12.46,4.84
1.24,9.66
12.58,5.11
5.86,11.16
9.99,11.09
2.73,10.98
4.20,11.52
1.09,9.35
4.93,11.34
1.01,9.06
9.93,3.18
2.13,10.63
9.54,2.98
12.11,4.76
11.36,9.51
1.06,9.28
1.04,9.22
10.80,10.53
9.88,2.94
1.02,9.10
4.30,11.51
7.17,11.25
12.61,7.60
4.22,11.50
0.94,8.91
11.89,4.50
10.57,3.58
5.53,11.21
13.01,7.55
3.23,11.18
3.42,11.36
1.30,9.76
2.80,10.96
11.51,9.41
0.85,8.84
12.64,5.94
3.45,11.41
1.75,10.40
3.56,11.51
3.14,11.15
4.66,11.41
7.12,11.22
9.69,3.08
9.98,2.95
9.53,11.24
2.84,10.98
2.95,11.07
3.03,11.04
12.86,7.57
0.84,8.76
1.10,9.40
9.71,3.05
6.75,11.16
1.58,10.07
1.52,9.99
5.49,11.21
1.03,9.14
5.66,11.25
7.99,11.46
12.52,8.24
9.62,3.01
3.43,11.38
0.96,8.92
3.37,11.33
10.22,10.79
3.24,11.18
4.80,11.33
9.73,2.99
2.91,11.00
1.60,10.15
1.07,9.35
12.23,5.34
1.51,9.96
3.96,11.58
10.91,9.95
7.32,11.26
12.24,5.25
1.02,9.05
12.22,8.46
1.72,10.33
5.01,11.30
11.38,9.68
6.78,11.12
9.67,2.97
11.94,9.24
6.39,11.12
6.38,11.12
6.80,11.13
1.90,10.51
12.41,6.41
12.92,7.23
0.91,8.92
5.70,11.20
12.28,8.78
3.18,11.16
1.99,10.57
10.36,10.30
9.45,10.97
4.90,11.38
1.50,9.97
2.15,10.64
2.71,10.92
2.76,10.92
2.30,10.74
4.40,11.45
2.98,11.10
9.28,11.39
1.05,9.27
11.40,4.05
1.03,9.17
7.37,11.33
2.53,10.86
4.14,11.52
9.74,2.92
3.56,11.46
3.45,11.44
12.13,4.58
12.57,8.24
9.33,11.01
10.05,3.27
4.62,11.42
0.92,8.92
9.71,3.07
12.79,7.70
12.16,9.53
3.60,11.55
7.37,11.32
2.86,11.07
5.40,11.23
0.97,8.97
2.88,10.97
10.63,3.61
2.81,10.97
9.86,2.95
1.74,10.36
1.48,9.97
3.18,11.18
6.22,11.10
11.53,4.12
9.63,3.01
4.06,11.57
9.82,2.94
6.15,11.16
2.69,10.94
8.23,11.49
10.04,10.80
10.61,10.28
12.62,8.31
4.20,11.52
9.55,2.98
9.93,3.19
11.08,9.80
3.65,11.58
1.99,10.56
1.08,9.37
9.65,2.99
5.32,11.25
5.41,11.23
1.05,9.22
9.88,2.92
11.84,4.37
12.70,7.43
11.61,9.76
9.64,3.00
2.07,10.62
12.12,9.07
2.85,10.98
7.97,11.46
10.39,3.44
1.79,10.43
8.10,11.47
2.18,10.66
8.34,11.51
4.08,11.57
1.81,10.46
2.79,10.95
1.23,9.68
12.33,5.38
2.93,10.99
4.24,11.47
8.69,11.56
6.89,11.18
1.00,9.07
11.76,4.28
1.10,9.38
10.71,10.19
5.30,11.26
3.16,11.12
1.02,9.11
12.15,4.84
4.43,11.46
6.84,11.13
1.08,9.33
0.84,8.82
2.95,11.03
11.66,4.25
3.39,11.39
11.87,4.43
1.13,9.47
1.10,9.41
4.34,11.49
1.75,10.38
12.89,7.80
1.07,9.36
11.73,9.76
12.73,7.90
2.00,10.57
7.99,11.46
3.04,11.06
12.66,7.36
3.59,11.58
8.26,11.51
9.67,2.98
2.14,10.65
2.63,10.95
12.33,4.83
12.81,6.47
1.53,10.07
5.94,11.15
3.30,11.27
12.70,7.69
1.49,9.95
0.91,8.89
6.75,11.12
9.70,3.03
3.71,11.54
12.71,6.82
2.62,10.86
3.01,11.04
2.26,10.73
2.56,10.92
8.64,11.55
12.30,6.49
1.57,10.09
9.61,3.04
2.36,10.76
10.23,3.40
1.11,9.43
1.04,9.15
3.55,11.54
4.00,11.54
0.94,8.94
7.85,11.45
12.59,8.09
5.72,11.16
2.95,11.00
4.98,11.31
3.19,11.14
1.29,9.73
11.94,4.67
1.84,10.47
11.38,10.08
7.72,11.37
12.38,6.42
9.70,3.00
12.45,6.72
2.76,10.96
12.23,5.06
1.72,10.37
2.19,10.66
12.44,8.67
10.25,10.64
1.08,9.34
10.18,3.35
10.44,3.51
5.65,11.19
9.72,2.97
4.25,11.51
3.37,11.31
10.75,3.66
8.78,11.33
1.04,9.21
3.28,11.29
1.04,9.19
2.83,11.02
1.64,10.19
8.95,11.34
12.72,6.88
3.27,11.20
12.62,7.61
9.78,3.12
9.73,2.96
11.00,3.78
6.24,11.16
9.59,2.99
3.52,11.49
12.92,5.78
9.63,3.04
7.14,11.25
1.39,9.82
1.10,9.40
9.61,3.00
12.48,8.12
2.81,11.01
12.04,9.39
12.07,4.54
5.92,11.17
2.33,10.72
0.97,8.94
10.92,3.73
0.89,8.89
11.27,10.21
11.04,3.85
7.19,11.24
1.03,9.09
11.77,4.33
3.45,11.45
5.13,11.29
9.23,11.01
8.05,11.52
7.05,11.20
1.14,9.50
2.28,10.73
6.21,11.13
11.42,9.57
3.20,11.20
6.20,11.14
12.72,7.87
9.74,2.96
2.75,10.93
6.75,11.10
1.10,9.37
3.16,11.12
11.09,9.84
8.19,11.49
3.05,11.05
4.62,11.43
10.56,10.25
6.99,11.19
9.94,10.70
12.04,4.60
10.60,10.55
1.58,10.06
5.20,11.31
10.98,3.79
2.39,10.79
7.97,11.47
6.97,11.16
9.72,2.95
0.91,8.87
3.19,11.18
3.23,11.20
3.19,11.17
0.97,8.97
10.31,10.72
0.91,8.89
11.45,4.08
10.16,3.03
0.84,8.78
3.40,11.35
12.19,4.64
12.34,5.16
3.39,11.37
3.41,11.37
0.84,8.76
4.04,11.53
6.43,11.11
12.66,5.10
5.58,11.21
12.37,8.66
9.97,3.20
6.94,11.19
1.01,9.03
6.35,11.12
9.56,2.98
2.71,10.99
12.56,7.08
10.89,3.76
1.00,9.08
12.34,4.95
2.84,10.97
1.98,10.58
12.89,6.73
2.76,10.93
9.85,10.90
11.94,9.21
11.53,4.14
1.13,9.49
12.85,5.50
1.02,9.05
5.29,11.27
1.68,10.24
11.66,4.19
10.41,3.48
7.24,11.27
6.97,11.20
9.70,3.02
6.20,11.07
4.41,11.49
8.90,11.58
1.09,9.40
10.24,10.54
1.27,9.70
1.05,9.20
7.10,11.25
1.07,9.28
4.15,11.52
1.26,9.72
0.91,8.87
0.84,8.83
4.92,11.34
11.55,4.14
1.52,9.98
1.56,10.09
10.48,10.52
7.30,11.32
2.79,10.94
8.15,11.52
3.06,11.07
6.45,11.09
12.54,5.28
3.19,11.15
2.75,10.93
3.50,11.48
1.67,10.22
0.84,8.76
11.03,10.36
10.16,3.03
5.36,11.24
9.83,10.81
6.97,11.20
3.26,11.20
1.03,9.12
12.66,7.32
11.24,10.09
9.77,2.92
13.02,6.01
11.37,10.05
12.40,4.90
12.10,4.62
0.97,8.97
2.40,10.80
9.61,3.00
0.86,8.76
2.77,10.95
4.53,11.40
2.88,11.04
1.62,10.15
2.53,10.84
2.94,11.03
3.26,11.24
6.41,11.08
9.02,11.47
0.90,8.95
12.58,6.29
9.40,11.18
1.47,9.92
3.08,11.13
2.93,11.04
0.96,8.95
3.91,11.67
2.32,10.71
7.75,11.41
1.09,9.36
12.48,4.82
12.50,5.39
1.95,10.54
12.52,4.94
3.39,11.34
5.69,11.17
9.03,11.31
11.25,9.62
9.66,3.02
3.15,11.14
6.86,11.16
7.98,11.48
1.08,9.36
1.13,9.50
3.74,11.54
1.66,10.23
3.21,11.17
1.48,9.96
10.83,10.46
12.95,6.35
12.79,6.64
3.14,11.13
6.36,11.07
2.86,10.97
12.54,5.83
0.84,8.80
6.66,11.09
1.01,9.04
11.16,3.91
6.80,11.13
1.48,9.97
4.42,11.47
6.89,11.17
10.18,10.76
6.61,11.14
1.39,9.86
3.09,11.07
8.39,11.48
1.03,9.22
3.25,11.20
9.56,11.21
11.54,4.13
9.75,3.11
12.90,7.08
12.26,5.15
4.76,11.35
4.85,11.38
11.54,9.70
2.72,10.98
10.35,10.27
9.76,2.95
12.29,8.67
0.88,8.85
12.17,4.62
7.09,11.25
6.67,11.14
1.24,9.64
1.68,10.25
5.39,11.22
1.77,10.42
2.77,10.95
1.89,10.52
2.59,10.88
3.43,11.38
2.16,10.64
5.27,11.28
12.47,6.76
1.02,9.10
11.63,4.29
1.02,9.04
10.90,3.78
1.74,10.36
0.98,8.94
3.50,11.50
12.34,8.91
11.68,9.59
9.65,3.01
12.06,5.07
10.46,10.60
8.17,11.51
1.06,9.27
0.92,8.80
1.54,10.04
10.87,3.75
1.34,9.78
11.44,9.89
12.04,4.51
8.37,11.49
12.43,6.43
9.63,3.01
0.88,8.90
12.13,4.83
3.75,11.56
12.87,6.83
11.04,10.13
1.05,9.22
10.21,10.43
5.03,11.32
7.27,11.28
3.57,11.56
12.02,8.95
12.38,4.75
3.12,11.12
1.07,9.29
8.73,11.46
12.60,6.81
1.79,10.44
2.60,10.89
3.77,11.60
10.35,10.67
7.22,11.27
8.14,11.49
1.05,9.15
11.34,4.02
9.84,3.17
12.23,8.10
10.50,10.52
10.63,3.62
10.65,3.63
6.93,11.17
9.37,11.06
3.18,11.14
11.32,9.91
1.77,10.42
10.98,3.83
2.82,10.95
3.48,11.44
11.10,3.87
1.55,10.06
5.85,11.24
9.32,11.25
2.97,11.07
1.21,9.58
9.84,11.02
9.52,11.08
1.98,10.55
7.99,11.48
1.36,9.82
2.43,10.78
2.85,10.96
0.91,8.93
7.73,11.40
10.51,10.49
3.98,11.53
9.71,3.09
3.81,11.62
11.55,9.63
0.89,8.88
1.89,10.51
11.13,3.90
10.07,10.88
2.74,10.96
9.81,10.95
5.74,11.19
1.16,9.55
12.53,7.53
11.58,9.53
5.84,11.20
2.06,10.60
2.19,10.68
6.84,11.15
5.23,11.26
1.10,9.41
13.06,7.10
2.40,10.78
1.06,9.24
4.36,11.47
1.07,9.35
10.58,10.43
4.34,11.47
10.34,10.60
1.05,9.26
9.64,3.01
2.40,10.80
1.36,9.77
9.70,2.93
11.64,9.66
12.18,4.97
9.68,3.01
9.56,2.97
6.96,11.15
1.08,9.37
9.62,3.05
5.21,11.27
4.38,11.42
6.97,11.15
10.67,3.64
3.22,11.16
8.60,11.39
5.89,11.19
10.22,10.46
1.32,9.75
12.48,6.03
1.24,9.68
10.99,3.81
12.49,8.17
3.53,11.51
12.79,7.35
3.01,11.08
6.88,11.15
5.39,11.27
11.86,4.31
1.84,10.49
4.10,11.54
0.96,8.90
12.41,4.89
3.04,11.06
5.32,11.25
2.80,11.00
12.00,4.44
1.72,10.37
2.49,10.83
12.09,4.57
12.58,7.12
10.90,3.77
12.24,4.78
9.62,3.04
9.63,3.05
12.61,5.49
1.62,10.18
3.87,11.59
1.06,9.22
3.33,11.26
